Ticker,Category,CompanyName,Exchange
A,Medical Laboratories & Research,"Agilent Technologies, Inc.",NYQ
AA,Aluminum,Alcoa Corporation,NYQ
AAC,Specialized Health Services,"AAC Holdings, Inc.",NYQ
AAL,Major Airlines,American Airlines Group Inc.,NMS
AAMC,Asset Management,Altisource Asset Management Corporation,ASE
AAME,Life Insurance,Atlantic American Corporation,NGM
AAN,Rental & Leasing Services,"Aaron's, Inc.",NYQ
AAOI,Semiconductor - Integrated Circuits,"Applied Optoelectronics, Inc.",NGM
AAON,General Building Materials,"AAON, Inc.",NMS
AAP,Auto Parts Stores,"Advance Auto Parts, Inc.",NYQ
AAPC,Conglomerates,Atlantic Alliance Partnership Corp.,NCM
AAPL,Electronic Equipment,Apple Inc.,NMS
AASP,Sporting Activities,"All-American Sportpark, Inc.",PNK
AAST,Steel & Iron,Allied American Steel Corp.,PNK
AAT,REIT - Retail,"American Assets Trust, Inc.",NYQ
AAU,Gold,Almaden Minerals Ltd.,ASE
AAV,Oil & Gas Drilling & Exploration,Advantage Oil & Gas Ltd.,NYQ
AAWW,"Air Services, Other","Atlas Air Worldwide Holdings, Inc.",NMS
AB,Asset Management,AllianceBernstein Holding L.P.,NYQ
ABAX,Medical Laboratories & Research,"Abaxis, Inc.",NMS
ABB,Diversified Machinery,ABB Ltd,NYQ
ABBB,Savings & Loans,"Auburn Bancorp, Inc.",PNK
ABBV,Drug Manufacturers - Major,AbbVie Inc.,NYQ
ABC,Drugs Wholesale,AmerisourceBergen Corporation,NYQ
ABCB,Regional - Mid-Atlantic Banks,Ameris Bancorp,NMS
ABCD,Education & Training Services,"Cambium Learning Group, Inc.",NCM
ABCE,Semiconductor - Specialized,"ABCO Energy, Inc.",PNK
ABCO,Business Services,The Advisory Board Company,NMS
ABCP,Property Management,AmBase Corporation,PNK
ABG,Auto Dealerships,"Asbury Automotive Group, Inc.",NYQ
ABHD,Pollution & Treatment Controls,"Abtech Holdings, Inc.",PNK
ABIO,Biotechnology,"ARCA biopharma, Inc.",NCM
ABKI,Industrial Equipment & Components,Abakan Inc.,PNK
ABM,Business Services,ABM Industries Incorporated,NYQ
ABMD,Medical Appliances & Equipment,"ABIOMED, Inc.",NMS
ABNK,Regional - Pacific Banks,AltaPacific Bancorp,PNK
ABR,REIT - Diversified,"Arbor Realty Trust, Inc.",NYQ
ABT,Medical Appliances & Equipment,Abbott Laboratories,NYQ
ABTL,Internet Information Providers,Autobytel Inc.,NCM
ABTO,Regional - Mid-Atlantic Banks,AB&T Financial Corp.,PNK
ABUS,Biotechnology,Arbutus Biopharma Corporation,NMS
ABX,Gold,Barrick Gold Corporation,NYQ
ABY,Electric Utilities,Atlantica Yield plc,NMS
ACAD,Biotechnology,ACADIA Pharmaceuticals Inc.,NMS
ACAN,Internet Service Providers,"AmeriCann, Inc.",PNK
ACAR,Medical Appliances & Equipment,"ActiveCare, Inc.",PNK
ACBC,Regional - Pacific Banks,Albina Community Bancorp,PNK
ACC,REIT - Residential,"American Campus Communities, Inc.",NYQ
ACCO,Office Supplies,ACCO Brands Corporation,NYQ
ACET,Chemicals - Major Diversified,Aceto Corporation,NMS
ACFC,Regional - Southeast Banks,Atlantic Coast Financial Corporation,NGM
ACFN,Aerospace/Defense Products & Services,"Acorn Energy, Inc.",PNK
ACGL,Property & Casualty Insurance,Arch Capital Group Ltd.,NMS
ACH,Aluminum,Aluminum Corporation Of China Limited,NYQ
ACHC,Specialized Health Services,"Acadia Healthcare Company, Inc.",NMS
ACHN,Biotechnology,"Achillion Pharmaceuticals, Inc.",NMS
ACIW,Technical & System Software,"ACI Worldwide, Inc.",NMS
ACLS,Semiconductor Equipment & Materials,"Axcelis Technologies, Inc.",NMS
ACLZ,Internet Information Providers,Accelerize Inc.,OBB
ACM,Technical Services,AECOM,NYQ
ACN,Information Technology Services,Accenture plc,NYQ
ACNB,Regional - Southwest Banks,ACNB Corporation,NCM
ACOR,Biotechnology,"Acorda Therapeutics, Inc.",NMS
ACRB,Specialty Chemicals,"Asia Carbon Industries, Inc.",PNK
ACRE,REIT - Diversified,Ares Commercial Real Estate Corporation,NYQ
ACRX,Medical Appliances & Equipment,"AcelRx Pharmaceuticals, Inc.",NGM
ACST,Biotechnology,Acasti Pharma Inc.,NCM
ACTA,Application Software,Actua Corporation,NMS
ACTG,Business Services,Acacia Research Corporation,NMS
ACTL,Marketing Services,"Artec Global Media, Inc.",PNK
ACU,Housewares & Accessories,Acme United Corporation,ASE
ACUR,Drug Delivery,"Acura Pharmaceuticals, Inc.",PNK
ACUS,Drug Manufacturers - Other,"Acusphere, Inc.",PNK
ACXM,Information Technology Services,Acxiom Corporation,NMS
ACY,Rental & Leasing Services,AeroCentury Corp.,ASE
ADAP,Biotechnology,Adaptimmune Therapeutics plc,NMS
ADAT,Healthcare Information Services,Authentidate Holding Corp.,PNK
ADBE,Application Software,Adobe Systems Incorporated,NMS
ADC,Property Management,Agree Realty Corporation,NYQ
ADES,Pollution & Treatment Controls,"Advanced Emissions Solutions, Inc.",NGM
ADGL,Broadcasting - TV,"AllDigital Holdings, Inc",PNK
ADHD,Biotechnology,Alcobra Ltd.,NGM
ADI,Semiconductor - Integrated Circuits,"Analog Devices, Inc.",NMS
ADK,Long-Term Care Facilities,"AdCare Health Systems, Inc.",ASE
ADLS,Biotechnology,"Advanced Life Sciences Holdings, Inc.",PNK
ADM,Farm Products,Archer-Daniels-Midland Company,NYQ
ADMA,Biotechnology,"ADMA Biologics, Inc.",NCM
ADMP,Drug Delivery,Adamis Pharmaceuticals Corporation,NCM
ADMS,Drugs - Generic,"Adamas Pharmaceuticals, Inc.",NGM
ADMT,Specialty Chemicals,"ADM Tronics Unlimited, Inc.",PNK
ADP,Business Software & Services,"Automatic Data Processing, Inc.",NMS
ADRO,Biotechnology,"Aduro BioTech, Inc.",NMS
ADS,Business Services,Alliance Data Systems Corporation,NYQ
ADSK,Technical & System Software,"Autodesk, Inc.",NMS
ADTN,Communication Equipment,"ADTRAN, Inc.",NMS
ADUS,Home Health Care,Addus HomeCare Corporation,NMS
ADVC,Application Software,Advant-E Corp.,PNK
ADX,Closed-End Fund - Equity,"Adams Diversified Equity Fund, Inc.",NYQ
ADXS,Biotechnology,"Advaxis, Inc.",NMS
AE,Oil & Gas Refining & Marketing,"Adams Resources & Energy, Inc.",ASE
AEE,Electric Utilities,Ameren Corporation,NYQ
AEGG,Oil & Gas Drilling & Exploration,"The American Energy Group, Ltd.",PNK
AEGN,Heavy Construction,Aegion Corporation,NMS
AEHR,Semiconductor Equipment & Materials,Aehr Test Systems,NCM
AEIS,Diversified Electronics,"Advanced Energy Industries, Inc.",NMS
AEL,Life Insurance,American Equity Investment Life Holding Company,NYQ
AEM,Gold,Agnico Eagle Mines Limited,NYQ
AEMD,Medical Appliances & Equipment,"Aethlon Medical, Inc.",NCM
AEO,Apparel Stores,"American Eagle Outfitters, Inc.",NYQ
AEP,Electric Utilities,"American Electric Power Company, Inc.",NYQ
AER,"Air Services, Other",AerCap Holdings N.V.,NYQ
AERG,Scientific & Technical Instruments,"Applied Energetics, Inc.",PNK
AERI,Drug Manufacturers - Major,"Aerie Pharmaceuticals, Inc.",NGM
AERO,Small Tools & Accessories,"Aerogrow International, Inc.",PNK
AES,Electric Utilities,The AES Corporation,NYQ
AET,Health Care Plans,Aetna Inc.,NYQ
AETI,Industrial Electrical Equipment,"American Electric Technologies, Inc",NCM
AEXE,Conglomerates,Aim Exploration Inc.,PNK
AEY,Electronics Wholesale,"ADDvantage Technologies Group, Inc.",NGM
AEYE,Networking & Communication Devices,"AudioEye, Inc.",PNK
AEZS,Biotechnology,Aeterna Zentaris Inc.,NCM
AF,Savings & Loans,Astoria Financial Corporation,NYQ
AFAM,Home Health Care,"Almost Family, Inc.",NMS
AFAN,Conglomerates,AF Ocean Investment Management Company,PNK
AFBA,Savings & Loans,Allied First Bancorp Inc.,PNK
AFBG,Home Furnishings & Fixtures,"American Fiber Green Products, Inc.",PNK
AFCB,Regional - Southeast Banks,Athens Bancshares Corporation,PNK
AFFY,Biotechnology,"Affymax, Inc.",PNK
AFG,Property & Casualty Insurance,"American Financial Group, Inc.",NYQ
AFH,Property & Casualty Insurance,"Atlas Financial Holdings, Inc.",NGM
AFL,Accident & Health Insurance,Aflac Incorporated,NYQ
AFMD,Biotechnology,Affimed N.V.,NGM
AFRS,Mortgage Investment,"American First Financial, Inc.",PNK
AFSI,Property & Casualty Insurance,"AmTrust Financial Services, Inc.",NMS
AG,Silver,First Majestic Silver Corp.,NYQ
AGCO,Farm & Construction Machinery,AGCO Corporation,NYQ
AGEN,Biotechnology,Agenus Inc.,NCM
AGFS,Conglomerates,"AgroFresh Solutions, Inc.",NMS
AGI,Gold,Alamos Gold Inc.,NYQ
AGII,Property & Casualty Insurance,"Argo Group International Holdings, Ltd.",NMS
AGIN,Industrial Metals & Minerals,"American Graphite Technologies, Inc.",PNK
AGIO,Biotechnology,"Agios Pharmaceuticals, Inc.",NMS
AGM,Credit Services,Federal Agricultural Mortgage Corporation,NYQ
AGN,Drugs - Generic,Allergan plc,NYQ
AGNC,REIT - Residential,AGNC Investment Corp.,NMS
AGO,Surety & Title Insurance,Assured Guaranty Ltd.,NYQ
AGRO,Farm Products,Adecoagro S.A.,NYQ
AGRX,Drugs - Generic,"Agile Therapeutics, Inc.",NGM
AGU,Agricultural Chemicals,Agrium Inc.,NYQ
AGX,Heavy Construction,"Argan, Inc.",NYQ
AGYS,Application Software,"Agilysys, Inc.",NMS
AHC,Publishing - Newspapers,A.H. Belo Corporation,NYQ
AHFP,Food - Major Diversified,"Artisanal Brands, Inc.",PNK
AHGP,Nonmetallic Mineral Mining,"Alliance Holdings GP, L.P.",NMS
AHH,REIT - Diversified,"Armada Hoffler Properties, Inc.",NYQ
AHII,Cigarettes,American Heritage International Inc.,PNK
AHL,Property & Casualty Insurance,Aspen Insurance Holdings Limited,NYQ
AHP,REIT - Hotel/Motel,"Ashford Hospitality Prime, Inc.",NYQ
AHPI,Medical Appliances & Equipment,"Allied Healthcare Products, Inc.",NCM
AHT,REIT - Hotel/Motel,"Ashford Hospitality Trust, Inc.",NYQ
AI,Mortgage Investment,Arlington Asset Investment Corp.,NYQ
AIG,Property & Casualty Insurance,"American International Group, Inc.",NYQ
AIMC,Industrial Electrical Equipment,Altra Industrial Motion Corp.,NMS
AIMT,Biotechnology,"Aimmune Therapeutics, Inc.",NMS
AIN,Textile Industrial,Albany International Corp.,NYQ
AIR,Aerospace/Defense Products & Services,AAR Corp.,NYQ
AIRI,Aerospace/Defense Products & Services,Air Industries Group,ASE
AIRT,Air Delivery & Freight Services,"Air T, Inc.",NCM
AIRW,Medical Appliances & Equipment,Airware Labs Corp.,PNK
AIT,Industrial Equipment Wholesale,"Applied Industrial Technologies, Inc.",NYQ
AIV,REIT - Residential,Apartment Investment and Management Company,NYQ
AIVN,Gold,"American International Ventures, Inc.",PNK
AIZ,Accident & Health Insurance,"Assurant, Inc.",NYQ
AJAC,Biotechnology,"Aja Cannafacturing, Inc.",PNK
AJG,Insurance Brokers,Arthur J. Gallagher & Co.,NYQ
AJRD,Aerospace/Defense - Major Diversified,"Aerojet Rocketdyne Holdings, Inc.",NYQ
AJX,REIT - Diversified,Great Ajax Corp,NYQ
AKAM,Internet Information Providers,"Akamai Technologies, Inc.",NMS
AKAO,Biotechnology,"Achaogen, Inc.",NGM
AKBA,Biotechnology,"Akebia Therapeutics, Inc.",NGM
AKDS,Semiconductor - Specialized,"Arkados Group, Inc.",PNK
AKG,Gold,Asanko Gold Inc.,ASE
AKO-A,Beverages - Soft Drinks,Embotelladora Andina S.A.,NYQ
AKO-B,Beverages - Soft Drinks,Embotelladora Andina S.A.,NYQ
AKR,Property Management,Acadia Realty Trust,NYQ
AKRX,Drugs - Generic,"Akorn, Inc.",NMS
AKS,Steel & Iron,AK Steel Holding Corporation,NYQ
AKTS,Communication Equipment,"Akoustis Technologies, Inc.",NCM
AKTX,Drugs - Generic,"Akari Therapeutics, Plc",NCM
AKVA,Oil & Gas Drilling & Exploration,Arkanova Energy Corporation,PNK
AL,Rental & Leasing Services,Air Lease Corporation,NYQ
ALAD,Conglomerates,"Aladdin International, Inc.",PNK
ALAN,Data Storage Devices,"Alanco Technologies, Inc.",PNK
ALB,Specialty Chemicals,Albemarle Corporation,NYQ
ALCO,Farm Products,"Alico, Inc.",NMS
ALDR,Biotechnology,"Alder Biopharmaceuticals, Inc.",NGM
ALDW,Oil & Gas Refining & Marketing,"Alon USA Partners, LP",NYQ
ALDX,Biotechnology,"Aldeyra Therapeutics, Inc.",NCM
ALE,Diversified Utilities,"ALLETE, Inc.",NYQ
ALEX,Real Estate Development,"Alexander & Baldwin, Inc.",NYQ
ALFE,Life Insurance,CNK Global Inc.,PNK
ALG,Farm & Construction Machinery,Alamo Group Inc.,NYQ
ALGN,Medical Appliances & Equipment,"Align Technology, Inc.",NMS
ALGT,Regional Airlines,Allegiant Travel Company,NMS
ALIF,Business Software & Services,"Artificial Life, Inc.",PNK
ALIM,Drug Manufacturers - Major,"Alimera Sciences, Inc.",NGM
ALK,Regional Airlines,"Alaska Air Group, Inc.",NYQ
ALKS,Drug Delivery,Alkermes plc,NMS
ALL,Property & Casualty Insurance,The Allstate Corporation,NYQ
ALLE,Security & Protection Services,Allegion plc,NYQ
ALLM,Conglomerates,"Alliance Bioenergy Plus, Inc.",PNK
ALLT,Communication Equipment,Allot Communications Ltd.,NMS
ALLY,Mortgage Investment,Ally Financial Inc.,NYQ
ALME,Business Services,Alamo Energy Corp.,PNK
ALN,Processed & Packaged Goods,American Lorain Corporation,ASE
ALNY,Biotechnology,"Alnylam Pharmaceuticals, Inc.",NMS
ALOD,Independent Oil & Gas,"Allied Resources, Inc.",PNK
ALOG,Medical Laboratories & Research,Analogic Corporation,NMS
ALOT,Computer Peripherals,"AstroNova, Inc.",NGM
ALQA,Drug Manufacturers - Major,"Alliqua BioMedical, Inc.",NCM
ALR,Medical Laboratories & Research,Alere Inc.,NYQ
ALRM,Application Software,"Alarm.Com Holdings, Inc.",NMS
ALRT,Medical Appliances & Equipment,ALR Technologies Inc.,PNK
ALSE,Biotechnology,"Alseres Pharmaceuticals, Inc.",PNK
ALSK,Telecom Services - Domestic,"Alaska Communications Systems Group, Inc.",NMS
ALSN,Auto Parts,"Allison Transmission Holdings, Inc.",NYQ
ALTX,Independent Oil & Gas,"Altex Industries, Inc.",PNK
ALV,Auto Parts,"Autoliv, Inc.",NYQ
ALX,REIT - Retail,"Alexander's, Inc.",NYQ
ALXN,Biotechnology,"Alexion Pharmaceuticals, Inc.",NMS
ALYI,Internet Software & Services,"Alternet Systems, Inc.",PNK
AM,Oil & Gas Pipelines,Antero Midstream Partners LP,NYQ
AMAG,Diagnostic Substances,"AMAG Pharmaceuticals, Inc.",NMS
AMAR,Biotechnology,"Amarillo Biosciences, Inc.",PNK
AMAT,Semiconductor Equipment & Materials,"Applied Materials, Inc.",NMS
AMBA,Semiconductor Equipment & Materials,"Ambarella, Inc.",NMS
AMBC,Surety & Title Insurance,"Ambac Financial Group, Inc.",NMS
AMBK,Regional - Northeast Banks,American Bank Incorporated,PNK
AMBOY,Education & Training Services,Ambow Education Holding Ltd.,PNK
AMBR,Application Software,"Amber Road, Inc.",NYQ
AMBS,Biotechnology,"Amarantus Bioscience Holdings, Inc",PNK
AMBZ,Regional - Pacific Banks,American Business Bank,PNK
AMC,"Movie Production, Theaters","AMC Entertainment Holdings, Inc.",NYQ
AMCF,Oil & Gas Equipment & Services,Andatee China Marine Fuel Services Corporation,PNK
AMCN,Marketing Services,AirMedia Group Inc.,NMS
AMCO,Basic Materials Wholesale,"Armco Metals Holdings, Inc",PNK
AMCX,Entertainment - Diversified,AMC Networks Inc.,NMS
AMD,Semiconductor - Broad Line,"Advanced Micro Devices, Inc.",NCM
AMDA,Medical Appliances & Equipment,Amedica Corporation,NCM
AME,Diversified Machinery,"AMETEK, Inc.",NYQ
AMED,Home Health Care,"Amedisys, Inc.",NMS
AMEH,Specialized Health Services,"Apollo Medical Holdings, Inc.",PNK
AMFC,Savings & Loans,AMB Financial Corp.,OBB
AMG,Asset Management,"Affiliated Managers Group, Inc.",NYQ
AMGN,Biotechnology,Amgen Inc.,NMS
AMH,REIT - Residential,American Homes 4 Rent,NYQ
AMID,Oil & Gas Pipelines,"American Midstream Partners, LP",NYQ
AMIN,Business Services,"American International Industries, Inc.",PNK
AMKR,Semiconductor - Integrated Circuits,"Amkor Technology, Inc.",NMS
AMLM,Industrial Metals & Minerals,American Lithium Minerals Inc.,PNK
AMNB,Regional - Mid-Atlantic Banks,American National Bankshares Inc.,NMS
AMNL,Industrial Metals & Minerals,"Applied Minerals, Inc.",PNK
AMNP,Industrial Metals & Minerals,American Sierra Gold Corp.,PNK
AMOT,Industrial Electrical Equipment,Allied Motion Technologies Inc.,NGM
AMP,Asset Management,"Ameriprise Financial, Inc.",NYQ
AMPE,Biotechnology,"Ampio Pharmaceuticals, Inc.",ASE
AMPG,Communication Equipment,"AmpliTech Group, Inc.",PNK
AMPH,Drug Manufacturers - Other,"Amphastar Pharmaceuticals, Inc.",NMS
AMRB,Regional - Pacific Banks,American River Bankshares,NMS
AMRC,Technical Services,"Ameresco, Inc.",NYQ
AMRI,Biotechnology,"Albany Molecular Research, Inc.",NMS
AMRK,Investment Brokerage - National,"A-Mark Precious Metals, Inc.",NMS
AMRN,Drug Manufacturers - Other,Amarin Corporation plc,NGM
AMRR,Oil & Gas Equipment & Services,American Metals Recovery and Recycling Inc.,PNK
AMRS,Specialty Chemicals,"Amyris, Inc.",NMS
AMS,Specialized Health Services,American Shared Hospital Services,ASE
AMSC,Industrial Electrical Equipment,American Superconductor Corporation,NMS
AMSE,Oil & Gas Drilling & Exploration,American Sands Energy Corp.,PNK
AMSF,Property & Casualty Insurance,"Amerisafe, Inc.",NMS
AMSWA,Application Software,"American Software, Inc.",NMS
AMT,REIT - Diversified,American Tower Corporation,NYQ
AMTD,Investment Brokerage - National,TD Ameritrade Holding Corporation,NMS
AMTX,Specialty Chemicals,"Aemetis, Inc.",NGM
AMTY,Rubber & Plastics,Amerityre Corporation,PNK
AMWD,Home Furnishings & Fixtures,American Woodmark Corporation,NMS
AMX,Wireless Communications,"América Móvil, S.A.B. de C.V.",NYQ
AMZN,Catalog & Mail Order Houses,"Amazon.com, Inc.",NMS
AN,Auto Dealerships,"AutoNation, Inc.",NYQ
ANAT,Property & Casualty Insurance,American National Insurance Company,NMS
ANAV,Internet Information Providers,Alpha Network Alliance Ventures Inc.,PNK
ANCB,Savings & Loans,Anchor Bancorp,NGM
ANCX,Regional - Mid-Atlantic Banks,Access National Corporation,NGM
ANDA,Conglomerates,Andina Acquisition Corp. II,NCM
ANDE,Farm Products,"The Andersons, Inc.",NMS
ANDR,Communication Equipment,Andrea Electronics Corporation,PNK
ANET,Diversified Computer Systems,"Arista Networks, Inc.",NYQ
ANF,Apparel Stores,Abercrombie & Fitch Co.,NYQ
ANFI,Food - Major Diversified,Amira Nature Foods Ltd.,NYQ
ANGI,Internet Software & Services,"Angie's List, Inc.",NMS
ANGO,Medical Instruments & Supplies,"AngioDynamics, Inc.",NMS
ANH,REIT - Diversified,Anworth Mortgage Asset Corporation,NYQ
ANIK,Biotechnology,"Anika Therapeutics, Inc.",NMS
ANIP,Biotechnology,"ANI Pharmaceuticals, Inc.",NGM
ANNO,Synthetics,"American Nano Silicon Technology, Inc.",PNK
ANSS,Application Software,"Ansys, Inc.",NMS
ANSU,Recreational Vehicles,Amanasu Techno Holdings Corporation,PNK
ANTB,Biotechnology,"AntriaBio, Inc.",PNK
ANTH,Biotechnology,"Anthera Pharmaceuticals, Inc.",NGM
ANTM,Health Care Plans,"Anthem, Inc.",NYQ
ANW,Major Integrated Oil & Gas,Aegean Marine Petroleum Network Inc.,NYQ
ANY,Application Software,Sphere 3D Corp.,NCM
AOGN,Oil & Gas Drilling & Exploration,"Avalon Oil & Gas, Inc.",PNK
AOI,"Tobacco Products, Other","Alliance One International, Inc.",NYQ
AOLS,Drug Manufacturers - Other,"Aeolus Pharmaceuticals, Inc.",PNK
AON,Insurance Brokers,Aon plc,NYQ
AOS,Industrial Electrical Equipment,A. O. Smith Corporation,NYQ
AOSL,Semiconductor - Specialized,Alpha and Omega Semiconductor Limited,NMS
AOXY,Property Management,"Advanced Oxygen Technologies, Inc.",PNK
AP,Diversified Machinery,Ampco-Pittsburgh Corporation,NYQ
APA,Independent Oil & Gas,Apache Corporation,NYQ
APAM,Asset Management,Artisan Partners Asset Management Inc.,NYQ
APC,Independent Oil & Gas,Anadarko Petroleum Corporation,NYQ
APD,Chemicals - Major Diversified,"Air Products and Chemicals, Inc.",NYQ
APDN,Security Software & Services,"Applied DNA Sciences, Inc.",NCM
APEI,Education & Training Services,"American Public Education, Inc.",NMS
APGA,Industrial Metals & Minerals,American Paramount Gold Corp.,PNK
APH,Diversified Electronics,Amphenol Corporation,NYQ
APHB,Biotechnology,AmpliPhi Biosciences Corporation,ASE
APHD,Application Software,Appiphany Technologies Inc.,PNK
APLL,Gold,"Wincash Apolo Gold & Energy, Inc.",PNK
APO,Diversified Investments,"Apollo Global Management, LLC",NYQ
APOG,General Building Materials,"Apogee Enterprises, Inc.",NMS
APPF,Application Software,"AppFolio, Inc.",NGM
APPO,Application Software,"AlphaPoint Technology, Inc.",PNK
APPS,Application Software,"Digital Turbine, Inc.",NCM
APRI,Drug Manufacturers - Other,"Apricus Biosciences, Inc.",NCM
APSI,Semiconductor - Specialized,Aqua Power Systems Inc.,PNK
APT,General Building Materials,"Alpha Pro Tech, Ltd.",ASE
APTS,REIT - Residential,"Preferred Apartment Communities, Inc.",NYQ
APU,Gas Utilities,"AmeriGas Partners, L.P.",NYQ
APVS,Security & Protection Services,"Applied Visual Sciences, Inc.",PNK
APWC,Industrial Electrical Equipment,Asia Pacific Wire & Cable Corporation Limited,NGM
AQMS,Waste Management,"Aqua Metals, Inc.",NCM
AQXP,Drugs - Generic,"Aquinox Pharmaceuticals, Inc.",NGM
AR,Oil & Gas Drilling & Exploration,Antero Resources Corporation,NYQ
ARAY,Medical Appliances & Equipment,Accuray Incorporated,NMS
ARBV,Regional - Pacific Banks,American Riviera Bank,PNK
ARC,Business Services,"ARC Document Solutions, Inc.",NYQ
ARCB,Trucking,ArcBest Corporation,NMS
ARCI,Electronics Stores,"Appliance Recycling Centers of America, Inc.",NCM
ARCO,Restaurants,Arcos Dorados Holdings Inc.,NYQ
ARCS,Waste Management,Arcis Resources Corporation,PNK
ARCW,Metal Fabrication,"ARC Group Worldwide, Inc.",NCM
ARCX,Oil & Gas Pipelines,Arc Logistics Partners LP,NYQ
ARCXF,Oil & Gas Pipelines,ArcelorMittal South Africa Ltd,PNK
ARDM,Drug Delivery,Aradigm Corporation,NCM
ARDX,Biotechnology,"Ardelyx, Inc.",NGM
ARE,REIT - Office,"Alexandria Real Estate Equities, Inc.",NYQ
ARES,Asset Management,"Ares Management, L.P.",NYQ
AREX,Independent Oil & Gas,"Approach Resources, Inc.",NMS
ARGB,Asset Management,"American Retail Group, Inc.",PNK
ARI,REIT - Diversified,"Apollo Commercial Real Estate Finance, Inc.",NYQ
ARII,Railroads,"American Railcar Industries, Inc.",NMS
ARIS,Application Software,"ARI Network Services, Inc.",NCM
ARKR,Restaurants,Ark Restaurants Corp.,NGM
ARL,Property Management,"American Realty Investors, Inc.",NYQ
ARLP,Industrial Metals & Minerals,"Alliance Resource Partners, L.P.",NMS
ARMK,Specialty Eateries,Aramark,NYQ
ARNA,Biotechnology,"Arena Pharmaceuticals, Inc.",NMS
ARNI,Biotechnology,"Arno Therapeutics, Inc.",PNK
AROW,Regional - Northeast Banks,Arrow Financial Corporation,NMS
ARQL,Biotechnology,"ArQule, Inc.",NGM
ARR,REIT - Residential,"ARMOUR Residential REIT, Inc.",NYQ
ARRS,Communication Equipment,ARRIS International plc,NMS
ARRY,Biotechnology,Array BioPharma Inc.,NGM
ARTH,Medical Appliances & Equipment,"Arch Therapeutics, Inc.",PNK
ARTNA,Water Utilities,Artesian Resources Corporation,NMS
ARTW,Farm & Construction Machinery,"Art's-Way Manufacturing Co., Inc.",NCM
ARTX,Industrial Electrical Equipment,Arotech Corporation,NGM
ARW,Electronics Wholesale,"Arrow Electronics, Inc.",NYQ
ARWR,Biotechnology,"Arrowhead Pharmaceuticals, Inc.",NMS
ARYX,Drug Manufacturers - Other,"ARYx Therapeutics, Inc.",PNK
ASA,Asset Management,ASA Gold and Precious Metals Limited,NYQ
ASAE,Business Services,ASAP Expo Inc.,PNK
ASB,Regional - Midwest Banks,Associated Banc-Corp,NYQ
ASBB,Regional - Mid-Atlantic Banks,"ASB Bancorp, Inc.",NGM
ASC,Shipping,Ardmore Shipping Corporation,NYQ
ASCC,Personal Services,Aristocrat Group Corp.,PNK
ASCCF,Personal Services,ASICS Corporation,PNK
ASCK,Residential Construction,Auscrete Corporation,PNK
ASCMA,Security & Protection Services,"Ascent Capital Group, Inc.",NMS
ASFI,Business Services,"Asta Funding, Inc.",NMS
ASGN,Staffing & Outsourcing Services,"On Assignment, Inc.",NYQ
ASH,Chemicals - Major Diversified,Ashland Global Holdings Inc.,NYQ
ASKE,Industrial Metals & Minerals,Alaska Pacific Energy Corp.,PNK
ASKH,Music & Video Stores,"Astika Holdings, Inc.",PNK
ASM,Industrial Metals & Minerals,Avino Silver & Gold Mines Ltd.,ASE
ASMB,Drug Manufacturers - Major,"Assembly Biosciences, Inc.",NCM
ASNA,Apparel Stores,"Ascena Retail Group, Inc.",NMS
ASND,Biotechnology,Ascendis Pharma A/S,NMS
ASPN,General Building Materials,"Aspen Aerogels, Inc.",NYQ
ASPS,Business Services,Altisource Portfolio Solutions S.A.,NMS
ASPU,Education & Training Services,"Aspen Group, Inc.",NCM
ASPW,Industrial Equipment & Components,"Arista Power, Inc.",PNK
ASR,"Air Services, Other","Grupo Aeroportuario del Sureste, S. A. B. de C. V.",NYQ
ASRV,Regional - Northeast Banks,"AmeriServ Financial, Inc.",NGM
AST,Biotechnology,"Asterias Biotherapeutics, Inc.",ASE
ASTC,Aerospace/Defense Products & Services,Astrotech Corporation,NCM
ASTE,Farm & Construction Machinery,"Astec Industries, Inc.",NMS
ASTI,Semiconductor - Specialized,"Ascent Solar Technologies, Inc.",PNK
ASUR,Business Software & Services,"Asure Software, Inc.",NCM
ASX,Semiconductor Equipment & Materials,"Advanced Semiconductor Engineering, Inc.",NYQ
ASYS,Semiconductor Equipment & Materials,"Amtech Systems, Inc.",NMS
AT,Electric Utilities,Atlantic Power Corporation,NYQ
ATAI,Education & Training Services,ATA Inc.,NGM
ATAR,Auto Parts,Avatar Ventures Corp.,PNK
ATAX,Mortgage Investment,"America First Multifamily Investors, L.P.",NMS
ATEA,Application Software,Astea International Inc.,PNK
ATEN,Communication Equipment,"A10 Networks, Inc.",NYQ
ATHM,Internet Information Providers,Autohome Inc.,NYQ
ATHN,Healthcare Information Services,"athenahealth, Inc.",NMS
ATHX,Biotechnology,"Athersys, Inc.",NCM
ATI,Metal Fabrication,Allegheny Technologies Incorporated,NYQ
ATLC,Credit Services,Atlanticus Holdings Corporation,NMS
ATLCY,Credit Services,Atlas Copco AB,PNK
ATLO,Regional - Northeast Banks,Ames National Corporation,NCM
ATLS,Independent Oil & Gas,"Atlas Energy Group, LLC",PNK
ATNI,Telecom Services - Domestic,"ATN International, Inc.",NMS
ATNM,Biotechnology,"Actinium Pharmaceuticals, Inc.",ASE
ATO,Gas Utilities,Atmos Energy Corporation,NYQ
ATOC,Sporting Activities,"Atomic Paintball, Inc.",PNK
ATOS,Diagnostic Substances,Atossa Genetics Inc.,NCM
ATR,Packaging & Containers,"AptarGroup, Inc.",NYQ
