Ticker,Category,CompanyName,Exchange
SID,Steel & Iron,Companhia Siderúrgica Nacional,NYQ
SIEB,Investment Brokerage - Regional,Siebert Financial Corp.,NCM
SIF,Metal Fabrication,"SIFCO Industries, Inc.",ASE
SIFI,Savings & Loans,"SI Financial Group, Inc.",NGM
SIFY,Internet Service Providers,Sify Technologies Limited,NCM
SIG,Jewelry Stores,Signet Jewelers Limited,NYQ
SIGA,Biotechnology,"SIGA Technologies, Inc.",PNK
SIGI,Property & Casualty Insurance,"Selective Insurance Group, Inc.",NMS
SIGL,Scientific & Technical Instruments,"Signal Advance, Inc.",PNK
SIGM,Semiconductor - Specialized,"Sigma Designs, Inc.",NMS
SIGN,Broadcasting - TV,"Signet International Holdings, Inc.",PNK
SILC,Networking & Communication Devices,Silicom Ltd.,NMS
SIM,Steel & Iron,"Grupo Simec, S.A.B. de C.V.",ASE
SIMO,Diversified Electronics,Silicon Motion Technology Corporation,NMS
SINA,Internet Software & Services,SINA Corporation,NMS
SINO,Air Delivery & Freight Services,"Sino-Global Shipping America, Ltd.",NCM
SINX,Pollution & Treatment Controls,Sionix Corp.,PNK
SIR,REIT - Office,Select Income REIT,NMS
SIRI,Broadcasting - Radio,Sirius XM Holdings Inc.,NMS
SITO,Wireless Communications,"SITO Mobile, Ltd.",NCM
SIVB,Regional - Pacific Banks,SVB Financial Group,NMS
SIX,General Entertainment,Six Flags Entertainment Corporation,NYQ
SIXD,Business Services,"6D Global Technologies, Inc.",PNK
SJI,Gas Utilities,"South Jersey Industries, Inc.",NYQ
SJM,Processed & Packaged Goods,The J. M. Smucker Company,NYQ
SJR,CATV Systems,Shaw Communications Inc.,NYQ
SJT,Independent Oil & Gas,San Juan Basin Royalty Trust,NYQ
SJW,Water Utilities,SJW Group,NYQ
SKAS,"Air Services, Other","Saker Aviation Services, Inc.",PNK
SKBI,Drug Manufacturers - Major,Skystar Bio Pharmaceutical Company,PNK
SKIS,Sporting Activities,"Peak Resorts, Inc.",NGM
SKKY,Technical & System Software,"Skkynet Cloud Systems, Inc.",PNK
SKLN,Medical Instruments & Supplies,Skyline Medical Inc.,NCM
SKM,Wireless Communications,"SK Telecom Co., Ltd.",NYQ
SKPI,Independent Oil & Gas,"Sky Petroleum, Inc.",PNK
SKT,REIT - Retail,"Tanger Factory Outlet Centers, Inc.",NYQ
SKX,Textile - Apparel Footwear & Accessories,"Skechers U.S.A., Inc.",NYQ
SKY,Manufactured Housing,Skyline Corporation,ASE
SKYS,Diversified Utilities,"Sky Solar Holdings, Ltd.",NCM
SKYW,Regional Airlines,"SkyWest, Inc.",NMS
SLAB,Semiconductor - Integrated Circuits,Silicon Laboratories Inc.,NMS
SLB,Oil & Gas Equipment & Services,Schlumberger Limited,NYQ
SLCA,Industrial Metals & Minerals,"U.S. Silica Holdings, Inc.",NYQ
SLCT,Regional - Mid-Atlantic Banks,"Select Bancorp, Inc.",NGM
SLF,Property & Casualty Insurance,Sun Life Financial Inc.,NYQ
SLG,REIT - Retail,SL Green Realty Corp.,NYQ
SLGD,Personal Products,Scott's Liquid Gold-Inc.,PNK
SLGN,Packaging & Containers,Silgan Holdings Inc.,NMS
SLM,Credit Services,SLM Corporation,NMS
SLNM,Internet Software & Services,"Salon Media Group, Inc.",PNK
SLOT,Conglomerates,San Lotus Holding Inc.,PNK
SLP,Business Software & Services,"Simulations Plus, Inc.",NCM
SLRK,Regional - Southwest Banks,"Solera National Bancorp, Inc.",PNK
SLVH,Industrial Metals & Minerals,"Silver Hill Mines, Inc.",PNK
SM,Independent Oil & Gas,SM Energy Company,NYQ
SMBC,Savings & Loans,"Southern Missouri Bancorp, Inc.",NGM
SMCI,Networking & Communication Devices,"Super Micro Computer, Inc.",NMS
SMDM,Electronic Equipment,"The Singing Machine Company, Inc.",PNK
SMED,Waste Management,Sharps Compliance Corp.,NCM
SMFG,Foreign Regional Banks,"Sumitomo Mitsui Financial Group, Inc.",NYQ
SMG,Agricultural Chemicals,The Scotts Miracle-Gro Company,NYQ
SMGI,Industrial Metals & Minerals,SMG Indium Resources Ltd.,PNK
SMI,Semiconductor - Integrated Circuits,Semiconductor Manufacturing International Corporation,NYQ
SMID,Cement,Smith-Midland Corporation,PNK
SMIT,Scientific & Technical Instruments,"Schmitt Industries, Inc.",NCM
SMLP,Oil & Gas Pipelines,"Summit Midstream Partners, LP",NYQ
SMLR,Medical Appliances & Equipment,"Semler Scientific, Inc.",PNK
SMME,Security & Protection Services,"SmartMetric, Inc.",PNK
SMMF,Regional - Mid-Atlantic Banks,"Summit Financial Group, Inc.",NCM
SMP,Auto Parts,"Standard Motor Products, Inc.",NYQ
SMPL,Savings & Loans,The Simply Good Foods Company,NCM
SMRT,Apparel Stores,"Stein Mart, Inc.",NMS
SMSI,Application Software,"Smith Micro Software, Inc.",NCM
SMTC,Semiconductor - Integrated Circuits,Semtech Corporation,NMS
SMTX,Printed Circuit Boards,SMTC Corporation,NGM
SN,Independent Oil & Gas,Sanchez Energy Corporation,NYQ
SNA,Small Tools & Accessories,Snap-on Incorporated,NYQ
SNAK,Processed & Packaged Goods,"Inventure Foods, Inc.",NMS
SNBC,Regional - Northeast Banks,"Sun Bancorp, Inc.",NMS
SNBN,Regional - Mid-Atlantic Banks,Sound Banking Company,PNK
SNC,Property & Casualty Insurance,"State National Companies, Inc.",NMS
SNCR,Application Software,"Synchronoss Technologies, Inc.",NMS
SNE,Electronic Equipment,Sony Corporation,NYQ
SNFCA,Credit Services,Security National Financial Corporation,NGM
SNGX,Biotechnology,"Soligenix, Inc.",NCM
SNH,REIT - Healthcare Facilities,Senior Housing Properties Trust,NMS
SNHY,Industrial Equipment & Components,Sun Hydraulics Corporation,NMS
SNI,Broadcasting - TV,"Scripps Networks Interactive, Inc.",NMS
SNLS,Regional - Pacific Banks,San Luis Trust Bank FSB,PNK
SNMX,Specialty Chemicals,"Senomyx, Inc.",NGM
SNN,Medical Appliances & Equipment,Smith & Nephew plc,NYQ
SNNC,Personal Products,"Sibannac, Inc.",PNK
SNNY,Savings & Loans,"Sunnyside Bancorp, Inc.",PNK
SNP,Major Integrated Oil & Gas,China Petroleum & Chemical Corporation,NYQ
SNPS,Semiconductor Equipment & Materials,"Synopsys, Inc.",NMS
SNSS,Biotechnology,"Sunesis Pharmaceuticals, Inc.",NCM
SNV,Regional - Mid-Atlantic Banks,Synovus Financial Corp.,NYQ
SNWV,Medical Appliances & Equipment,"SANUWAVE Health, Inc.",PNK
SNX,Business Services,SYNNEX Corporation,NYQ
SNY,Drug Manufacturers - Major,Sanofi,NYQ
SNYR,Medical Equipment Wholesale,Synergy CHC Corp.,PNK
SO,Electric Utilities,The Southern Company,NYQ
SODA,Beverages - Soft Drinks,SodaStream International Ltd.,NMS
SODI,Semiconductor Equipment & Materials,"Solitron Devices, Inc.",PNK
SOFO,Application Software,"Sonic Foundry, Inc.",NCM
SOHO,REIT - Hotel/Motel,Sotherly Hotels Inc.,NGM
SOHOF,REIT - Hotel/Motel,SOHO China Limited,PNK
SOHU,Internet Information Providers,Sohu.com Inc.,NMS
SOIGF,Oil & Gas Drilling & Exploration,Strata Oil & Gas Inc.,PNK
SOL,Semiconductor - Specialized,ReneSola Ltd,NYQ
SOMC,Regional - Midwest Banks,"Southern Michigan Bancorp, Inc.",PNK
SON,Packaging & Containers,Sonoco Products Company,NYQ
SONA,Regional - Mid-Atlantic Banks,"Southern National Bancorp of Virginia, Inc.",NGM
SONC,Restaurants,Sonic Corp.,NMS
SONS,Communication Equipment,"Sonus Networks, Inc.",NMS
SORL,Auto Manufacturers - Major,"SORL Auto Parts, Inc.",NGM
SOTK,Scientific & Technical Instruments,Sono-Tek Corporation,PNK
SOUL,Multimedia & Graphics Software,"Soul and Vibe Interactive, Inc.",PNK
SP,Management Services,SP Plus Corporation,NMS
SPA,Diversified Electronics,Sparton Corporation,NYQ
SPAG,Diversified Investments,Spartan Gold Ltd.,PNK
SPAR,Trucks & Other Vehicles,"Spartan Motors, Inc.",NMS
SPB,Personal Products,"Spectrum Brands Holdings, Inc.",NYQ
SPCB,Security Software & Services,SuperCom Ltd.,NCM
SPDC,Computers Wholesale,"Speed Commerce, Inc.",PNK
SPDL,Diversified Investments,"Spindle, Inc.",PNK
SPEC,Diversified Electronics,"SpectralCast, Inc.",PNK
SPEX,Business Services,Spherix Incorporated,NCM
SPG,REIT - Retail,"Simon Property Group, Inc.",NYQ
SPH,Gas Utilities,"Suburban Propane Partners, L.P.",NYQ
SPHS,Drugs - Generic,"Sophiris Bio, Inc.",NCM
SPIN,Information Technology Services,"Spine Injury Solutions, Inc.",PNK
SPIR,Semiconductor - Broad Line,Spire Corp.,PNK
SPKE,Electric Utilities,"Spark Energy, Inc.",NMS
SPLK,Application Software,Splunk Inc.,NMS
SPLP,Conglomerates,Steel Partners Holdings L.P.,NYQ
SPLS,"Specialty Retail, Other","Staples, Inc.",NMS
SPLY,Conglomerates,"SocialPlay USA, Inc.",PNK
SPN,Oil & Gas Equipment & Services,"Superior Energy Services, Inc.",NYQ
SPND,Independent Oil & Gas,Spindletop Oil & Gas Co.,PNK
SPNE,Medical Appliances & Equipment,SeaSpine Holdings Corporation,NMS
SPNI,Conglomerates,"Sputnik Enterprises, Inc.",PNK
SPNS,Business Software & Services,Sapiens International Corporation N.V.,NCM
SPOK,Wireless Communications,"Spok Holdings, Inc.",NMS
SPPI,Biotechnology,"Spectrum Pharmaceuticals, Inc.",NMS
SPR,Aerospace/Defense Products & Services,"Spirit AeroSystems Holdings, Inc.",NYQ
SPRT,Internet Software & Services,"Support.com, Inc.",NCM
SPSC,Application Software,"SPS Commerce, Inc.",NMS
SPTN,Food Wholesale,SpartanNash Company,NMS
SPWH,Sporting Goods,"Sportsman's Warehouse Holdings, Inc.",NMS
SPWR,Semiconductor - Specialized,SunPower Corporation,NMS
SPXC,Diversified Machinery,SPX Corporation,NYQ
SQBG,Textile - Apparel Clothing,"Sequential Brands Group, Inc.",NCM
SQM,Chemicals - Major Diversified,Sociedad Química y Minera de Chile S.A.,NYQ
SQNS,Semiconductor - Integrated Circuits,Sequans Communications S.A.,NYQ
SR,Gas Utilities,Spire Inc.,NYQ
SRC,REIT - Diversified,"Spirit Realty Capital, Inc.",NYQ
SRCE,Regional - Midwest Banks,1st Source Corporation,NMS
SRCH,Nonmetallic Mineral Mining,Searchlight Minerals Corp.,PNK
SRCL,Waste Management,"Stericycle, Inc.",NMS
SRCO,Credit Services,"Sparta Commercial Services, Inc.",PNK
SRDX,Diagnostic Substances,"Surmodics, Inc.",NMS
SRE,Diversified Utilities,Sempra Energy,NYQ
SREV,Business Software & Services,"ServiceSource International, Inc.",NMS
SRGG,Oil & Gas Drilling & Exploration,"Surge Global Energy, Inc.",PNK
SRGZ,Gold,Star Gold Corp.,PNK
SRI,Auto Parts,"Stoneridge, Inc.",NYQ
SRLP,Oil & Gas Refining & Marketing,Sprague Resources LP,NYQ
SRMC,Scientific & Technical Instruments,Sierra Monitor Corporation,PNK
SRNA,Application Software,Surna Inc.,PNK
SRNE,Biotechnology,"Sorrento Therapeutics, Inc.",NCM
SRNN,Savings & Loans,"The Southern Banc Company, Inc.",PNK
SRPT,Biotechnology,"Sarepta Therapeutics, Inc.",NMS
SRT,Business Services,"StarTek, Inc.",NYQ
SRYB,Regional - Mid-Atlantic Banks,Surrey Bancorp,PNK
SSB,Regional - Mid-Atlantic Banks,South State Corporation,NMS
SSBI,Regional - Pacific Banks,Summit State Bank,NGM
SSD,Small Tools & Accessories,"Simpson Manufacturing Co., Inc.",NYQ
SSET,Entertainment - Diversified,"Starstream Entertainment, Inc.",PNK
SSFN,Regional - Northeast Banks,Stewardship Financial Corporation,NCM
SSI,Apparel Stores,"Stage Stores, Inc.",NYQ
SSKN,Medical Instruments & Supplies,"Strata Skin Sciences, Inc.",NCM
SSL,Major Integrated Oil & Gas,Sasol Limited,NYQ
SSN,Oil & Gas Drilling & Exploration,Samson Oil & Gas Limited,ASE
SSNC,Business Software & Services,"SS&C Technologies Holdings, Inc.",NMS
SSNF,Regional - Southeast Banks,"Sunshine Financial, Inc.",PNK
SSNI,Computer Based Systems,"Silver Spring Networks, Inc.",NYQ
SSNT,Application Software,"SilverSun Technologies, Inc.",NCM
SSOL,Electric Utilities,"Sunvalley Solar, Inc.",PNK
SSP,Broadcasting - TV,The E. W. Scripps Company,NYQ
SSRC,Business Services,"Sentisearch, Inc.",PNK
SSTK,Business Services,"Shutterstock, Inc.",NYQ
SSW,Shipping,Seaspan Corporation,NYQ
SSY,Hospitals,"SunLink Health Systems, Inc.",ASE
SSYS,Computer Peripherals,Stratasys Ltd.,NMS
ST,Scientific & Technical Instruments,Sensata Technologies Holding N.V.,NYQ
STAA,Medical Instruments & Supplies,STAAR Surgical Company,NGM
STAF,Staffing & Outsourcing Services,"Staffing 360 Solutions, Inc.",NCM
STAG,REIT - Industrial,"STAG Industrial, Inc.",NYQ
STAR,REIT - Diversified,iStar Inc.,NYQ
STAY,Lodging,"Extended Stay America, Inc.",NYQ
STB,Consumer Services,Student Transportation Inc.,NMS
STBA,Regional - Northeast Banks,"S&T Bancorp, Inc.",NMS
STBI,Regional - Midwest Banks,"Sturgis Bancorp, Inc.",PNK
STBZ,Money Center Banks,State Bank Financial Corporation,NCM
STC,Property & Casualty Insurance,Stewart Information Services Corporation,NYQ
STCC,Rubber & Plastics,Sterling Consolidated Corp.,PNK
STDY,Drugs - Generic,SteadyMed Ltd.,NGM
STE,Medical Appliances & Equipment,Steris Plc,NYQ
STEV,Farm Products,Stevia Corp.,PNK
STFC,Property & Casualty Insurance,State Auto Financial Corporation,NMS
STI,Money Center Banks,"SunTrust Banks, Inc.",NYQ
STIE,Multimedia & Graphics Software,Santaro Interactive Entertainment Company,PNK
STJO,Staffing & Outsourcing Services,"St. Joseph, Inc.",PNK
STKS,Restaurants,"The ONE Group Hospitality, Inc.",NCM
STL,Money Center Banks,Sterling Bancorp,NYQ
STLD,Steel & Iron,"Steel Dynamics, Inc.",NMS
STLY,Home Furnishings & Fixtures,"Stanley Furniture Company, Inc.",NMS
STM,Semiconductor - Broad Line,STMicroelectronics N.V.,NYQ
STML,Biotechnology,"Stemline Therapeutics, Inc.",NCM
STMP,Application Software,Stamps.com Inc.,NMS
STND,Regional - Northeast Banks,Standard AVB Financial Corp.,PNK
STNG,Shipping,Scorpio Tankers Inc.,NYQ
STO,Major Integrated Oil & Gas,Statoil ASA,NYQ
STON,Personal Services,StoneMor Partners L.P.,NYQ
STOY,Application Software,Spiral Toys Inc.,PNK
STRA,Education & Training Services,"Strayer Education, Inc.",NMS
STRB,Semiconductor - Integrated Circuits,Strasbaugh,PNK
STRI,Semiconductor Equipment & Materials,"STR Holdings, Inc.",PNK
STRL,Heavy Construction,"Sterling Construction Company, Inc.",NMS
STRM,Healthcare Information Services,"Streamline Health Solutions, Inc.",NCM
STRNY,Scientific & Technical Instruments,Severn Trent Plc,PNK
STRP,Diversified Communication Services,Straight Path Communications Inc.,ASE
STRS,Real Estate Development,Stratus Properties Inc.,NMS
STRT,Auto Parts,STRATTEC Security Corporation,NGM
STRZ,Restaurants,"Star Buffet, Inc.",PNK
STS,Trucks & Other Vehicles,"Supreme Industries, Inc.",ASE
STT,Asset Management,State Street Corporation,NYQ
STVI,Internet Software & Services,"Snap Interactive, Inc.",PNK
STWD,REIT - Diversified,"Starwood Property Trust, Inc.",NYQ
STX,Data Storage Devices,Seagate Technology plc,NMS
STXS,Medical Appliances & Equipment,"Stereotaxis, Inc.",PNK
SU,Independent Oil & Gas,Suncor Energy Inc.,NYQ
SUGR,Regional - Midwest Banks,Sugar Creek Financial Corp.,OBB
SUI,REIT - Residential,"Sun Communities, Inc.",NYQ
SUM,General Building Materials,"Summit Materials, Inc.",NYQ
SUMR,Personal Products,"Summer Infant, Inc.",NCM
SUN,Oil & Gas Refining & Marketing,Sunoco LP,NYQ
SUND,Surety & Title Insurance,"Sundance Strategies, Inc.",PNK
SUP,Auto Parts,"Superior Industries International, Inc.",NYQ
SUPN,Drugs - Generic,"Supernus Pharmaceuticals, Inc.",NGM
SURP,Internet Information Providers,"SurePure, Inc.",PNK
SVA,Biotechnology,Sinovac Biotech Ltd.,NMS
SVBI,Regional - Mid-Atlantic Banks,"Severn Bancorp, Inc.",NCM
SVBL,Industrial Metals & Minerals,"Silver Bull Resources, Inc.",PNK
SVLT,Semiconductor - Specialized,"Sunvault Energy, Inc.",PNK
SVON,Biotechnology,"Sevion Therapeutics, Inc.",PNK
SVT,Industrial Electrical Equipment,"Servotronics, Inc.",ASE
SVTE,Business Services,Service Team Inc.,PNK
SVU,Grocery Stores,SUPERVALU Inc.,NYQ
SWFT,Trucking,Swift Transportation Company,NYQ
SWK,Machine Tools & Accessories,"Stanley Black & Decker, Inc.",NYQ
SWKH,Diversified Investments,SWK Holdings Corporation,PNK
SWKS,Semiconductor - Integrated Circuits,"Skyworks Solutions, Inc.",NMS
SWM,Paper & Paper Products,"Schweitzer-Mauduit International, Inc.",NYQ
SWN,Independent Oil & Gas,Southwestern Energy Company,NYQ
SWX,Gas Utilities,"Southwest Gas Holdings, Inc.",NYQ
SXC,Nonmetallic Mineral Mining,"SunCoke Energy, Inc.",NYQ
SXCP,Nonmetallic Mineral Mining,"SunCoke Energy Partners, L.P.",NYQ
SXE,Gas Utilities,"Southcross Energy Partners, L.P.",NYQ
SXI,Industrial Equipment & Components,Standex International Corporation,NYQ
SXT,Specialty Chemicals,Sensient Technologies Corporation,NYQ
SYBT,Regional - Southeast Banks,"Stock Yards Bancorp, Inc.",NMS
SYEV,Pollution & Treatment Controls,"Seychelle Environmental Technologies, Inc.",PNK
SYF,Credit Services,Synchrony Financial,NYQ
SYK,Medical Appliances & Equipment,Stryker Corporation,NYQ
SYKE,Information Technology Services,"Sykes Enterprises, Incorporated",NMS
SYMC,Security Software & Services,Symantec Corporation,NMS
SYMX,Specialty Chemicals,"Synthesis Energy Systems, Inc.",NCM
SYN,Biotechnology,"Synthetic Biologics, Inc.",ASE
SYNA,Application Software,Synaptics Incorporated,NMS
SYNC,Internet Information Providers,"Synacor, Inc.",NGM
SYNL,Steel & Iron,Synalloy Corporation,NGM
SYNT,Information Technology Services,"Syntel, Inc.",NMS
SYPR,Auto Parts,"Sypris Solutions, Inc.",NGM
SYT,Agricultural Chemicals,Syngenta AG,NYQ
SYTE,Internet Service Providers,Sitestar Corporation,PNK
SYX,Technical & System Software,Systemax Inc.,NYQ
SYY,Food Wholesale,Sysco Corporation,NYQ
T,Telecom Services - Domestic,AT&T Inc.,NYQ
TA,"Specialty Retail, Other",TravelCenters of America LLC,NMS
TAC,Diversified Utilities,TransAlta Corporation,NYQ
TACO,Restaurants,"Del Taco Restaurants, Inc.",NCM
TACT,Computer Peripherals,TransAct Technologies Incorporated,NGM
TAHO,Industrial Metals & Minerals,Tahoe Resources Inc.,NYQ
TAIT,Electronics Wholesale,Taitron Components Incorporated,NCM
TAL,Rental & Leasing Services,TAL Education Group,NYQ
TALN,Textile - Apparel Clothing,"Talon International, Inc.",PNK
TALR,Real Estate Development,Talon Real Estate Holding Corp.,PNK
TANH,Nonmetallic Mineral Mining,Tantech Holdings Ltd,NCM
TAP,Beverages - Brewers,Molson Coors Brewing Company,NYQ
TARO,Drug Manufacturers - Other,Taro Pharmaceutical Industries Ltd.,NYQ
TAST,Restaurants,"Carrols Restaurant Group, Inc.",NMS
TAT,Oil & Gas Drilling & Exploration,"TransAtlantic Petroleum, Ltd.",ASE
TATT,Aerospace/Defense Products & Services,"TAT Technologies, Ltd.",NGM
TAX,Personal Services,"Liberty Tax, Inc.",NMS
TAYD,Diversified Machinery,"Taylor Devices, Inc.",NCM
TAYO,Management Services,"Taylor Consulting, Inc.",PNK
TBBK,Regional - Mid-Atlantic Banks,"The Bancorp, Inc.",NMS
TBI,Staffing & Outsourcing Services,"TrueBlue, Inc.",NYQ
TBK,Regional - Southwest Banks,"Triumph Bancorp, Inc.",NMS
TBLZ,Conglomerates,"Trailblazer Resources, Inc.",PNK
TBNK,Regional - Pacific Banks,Territorial Bancorp Inc.,NMS
TBPH,Biotechnology,"Theravance Biopharma, Inc.",NGM
TBTC,Resorts & Casinos,"Table Trac, Inc.",PNK
TCAP,Credit Services,Triangle Capital Corporation,NYQ
TCBI,Regional - Southwest Banks,"Texas Capital Bancshares, Inc.",NMS
TCBK,Regional - Pacific Banks,TriCo Bancshares,NMS
TCCO,Communication Equipment,Technical Communications Corporation,NCM
TCEC,Healthcare Information Services,TransCoastal Corporation,PNK
TCFC,Regional - Mid-Atlantic Banks,The Community Financial Corporation,NCM
TCI,REIT - Diversified,"Transcontinental Realty Investors, Inc.",NYQ
TCKF,Conglomerates,"Grasshopper Staffing, Inc.",PNK
TCNT,Conglomerates,Toucan Interactive Corp.,PNK
TCO,REIT - Retail,"Taubman Centers, Inc.",NYQ
TCON,Biotechnology,"TRACON Pharmaceuticals, Inc.",NGM
TCP,Oil & Gas Pipelines,"TC PipeLines, LP",NYQ
TCS,"Specialty Retail, Other","The Container Store Group, Inc.",NYQ
TCX,Internet Information Providers,Tucows Inc.,NCM
TD,Money Center Banks,The Toronto-Dominion Bank,NYQ
TDC,Data Storage Devices,Teradata Corporation,NYQ
TDCB,Savings & Loans,Third Century Bancorp,OBB
TDG,Aerospace/Defense Products & Services,TransDigm Group Incorporated,NYQ
TDOC,Healthcare Information Services,"Teladoc, Inc.",NYQ
TDS,Wireless Communications,"Telephone and Data Systems, Inc.",NYQ
TDW,Oil & Gas Equipment & Services,Tidewater Inc.,NYQ
TDY,Scientific & Technical Instruments,Teledyne Technologies Incorporated,NYQ
TEAM,Information Technology Services,Atlassian Corporation Plc,NMS
TEAR,Medical Laboratories & Research,TearLab Corporation,NCM
TECD,Computers Wholesale,Tech Data Corporation,NMS
TECH,Biotechnology,Bio-Techne Corporation,NMS
TEDU,Education & Training Services,"Tarena International, Inc.",NMS
TEF,Telecom Services - Foreign,"Telefónica, S.A.",NYQ
TEGP,Oil & Gas Pipelines,"Tallgrass Energy GP, LP",NYQ
TEGR,Oil & Gas Equipment & Services,"Terra Energy & Resource Technologies, Inc.",PNK
TEGY,Oil & Gas Drilling & Exploration,TransAct Energy Corp.,PNK
TEL,Diversified Electronics,TE Connectivity Ltd.,NYQ
TEN,Auto Parts,Tenneco Inc.,NYQ
TENX,Biotechnology,"Tenax Therapeutics, Inc.",NCM
TEO,Diversified Communication Services,Telecom Argentina S.A.,NYQ
TEP,Oil & Gas Pipelines,"Tallgrass Energy Partners, LP",NYQ
TER,Semiconductor Equipment & Materials,"Teradyne, Inc.",NYQ
TERP,Diversified Utilities,"TerraForm Power, Inc.",NMS
TESO,Oil & Gas Equipment & Services,Tesco Corporation,NMS
TESS,Communication Equipment,TESSCO Technologies Incorporated,NMS
TEVA,Drug Manufacturers - Other,Teva Pharmaceutical Industries Limited,NYQ
TEVE,Communication Equipment,TelVue Corp.,PNK
TEX,Farm & Construction Machinery,Terex Corporation,NYQ
TFSL,Regional - Midwest Banks,TFS Financial Corp,NMS
TFX,Medical Instruments & Supplies,Teleflex Incorporated,NYQ
TG,Rubber & Plastics,Tredegar Corporation,NYQ
TGA,Independent Oil & Gas,TransGlobe Energy Corporation,NMS
TGB,Industrial Metals & Minerals,Taseko Mines Limited,ASE
TGC,Independent Oil & Gas,"Tengasco, Inc.",ASE
TGH,Rental & Leasing Services,Textainer Group Holdings Limited,NYQ
TGI,Aerospace/Defense Products & Services,"Triumph Group, Inc.",NYQ
TGLP,Drug Manufacturers - Major,"Tongli Pharmaceuticals (USA), Inc.",PNK
TGLS,General Building Materials,Tecnoglass Inc.,NCM
TGNA,Broadcasting - TV,TEGNA Inc.,NYQ
TGP,Shipping,Teekay LNG Partners L.P.,NYQ
TGRO,Major Integrated Oil & Gas,"Tiger Oil and Energy, Inc.",PNK
TGS,Gas Utilities,Transportadora de Gas Del Sur S.A.,NYQ
TGT,"Discount, Variety Stores",Target Corporation,NYQ
TGTX,Biotechnology,"TG Therapeutics, Inc.",NCM
THC,Hospitals,Tenet Healthcare Corp.,NYQ
THFF,Regional - Midwest Banks,First Financial Corporation,NMS
THG,Property & Casualty Insurance,"The Hanover Insurance Group, Inc.",NYQ
THM,Gold,International Tower Hill Mines Ltd.,ASE
THMG,Gold,"Thunder Mountain Gold, Inc.",PNK
THO,Recreational Vehicles,"Thor Industries, Inc.",NYQ
THR,Diversified Machinery,"Thermon Group Holdings, Inc.",NYQ
THRM,Auto Parts,Gentherm Incorporated,NMS
THS,Processed & Packaged Goods,"Treehouse Foods, Inc.",NYQ
THST,Beverages - Wineries & Distillers,"Truett-Hurst, Inc.",NCM
THTI,Diversified Machinery,"THT Heat Transfer Technology, Inc.",PNK
TI,Diversified Communication Services,Telecom Italia S.p.A.,NYQ
TI-A,Diversified Communication Services,Telecom Italia S.p.A.,NYQ
TICC,Closed-End Fund - Debt,TICC Capital Corp.,NMS
TIER,REIT - Office,"TIER REIT, Inc",NYQ
TIF,Jewelry Stores,Tiffany & Co.,NYQ
TIGE,Education & Training Services,Tigrent Inc.,PNK
TIK,Aerospace/Defense - Major Diversified,Tel-Instrument Electronics Corp.,ASE
TILE,Textile Industrial,"Interface, Inc.",NMS
TIME,Publishing - Periodicals,Time Inc.,NYQ
TIPT,Life Insurance,Tiptree Inc.,NCM
TIRTZ,Diversified Investments,Tidelands Royalty Trust B,PNK
TIS,Cleaning Products,Orchids Paper Products Company,ASE
TISA,Application Software,Top Image Systems Ltd.,NCM
TISI,Business Services,"Team, Inc.",NYQ
TITN,Industrial Equipment Wholesale,Titan Machinery Inc.,NMS
TIVO,CATV Systems,TiVo Corporation,NMS
TIXC,General Entertainment,Tix Corporation,PNK
TJX,Department Stores,"The TJX Companies, Inc.",NYQ
TK,Shipping,Teekay Corporation,NYQ
TKC,Wireless Communications,Turkcell Iletisim Hizmetleri A.S.,NYQ
TKOI,Scientific & Technical Instruments,"Telkonet, Inc.",PNK
TKR,Machine Tools & Accessories,The Timken Company,NYQ
TLCC,Application Software,"Twinlab Consolidated Holdings, Inc.",PNK
TLF,Textile - Apparel Footwear & Accessories,"Tandy Leather Factory, Inc.",NGM
TLK,Diversified Communication Services,PT Telekomunikasi Indonesia Tbk,NYQ
TLOG,Biotechnology,TetraLogic Pharmaceuticals Corporation,PNK
TLP,Oil & Gas Pipelines,Transmontaigne Partners L.P.,NYQ
TLYS,Apparel Stores,"Tilly's, Inc.",NYQ
TM,Auto Manufacturers - Major,Toyota Motor Corporation,NYQ
TMAK,Regional - Mid-Atlantic Banks,"Touchmark Bancshares, Inc.",PNK
TMBXF,Industrial Metals & Minerals,Tombstone Exploration Corporation,PNK
TMHC,Residential Construction,Taylor Morrison Home Corporation,NYQ
TMK,Life Insurance,Torchmark Corporation,NYQ
TMO,Medical Laboratories & Research,Thermo Fisher Scientific Inc.,NYQ
TMP,Regional - Northeast Banks,Tompkins Financial Corporation,ASE
TMST,Steel & Iron,TimkenSteel Corporation,NYQ
TMUS,Wireless Communications,"T-Mobile US, Inc.",NMS
TNAV,Internet Software & Services,"Telenav, Inc.",NMS
TNC,Diversified Machinery,Tennant Company,NYQ
TNDM,Medical Instruments & Supplies,"Tandem Diabetes Care, Inc.",NGM
TNET,Business Services,"TriNet Group, Inc.",NYQ
TNH,Agricultural Chemicals,"Terra Nitrogen Company, L.P.",NYQ
TNK,Shipping,Teekay Tankers Ltd.,NYQ
TNP,Shipping,Tsakos Energy Navigation Limited,NYQ
TNRG,Diversified Machinery,Thunder Energies Corporation,PNK
TNXP,Drug Manufacturers - Major,Tonix Pharmaceuticals Holding Corp.,NGM
TOL,Residential Construction,"Toll Brothers, Inc.",NYQ
TOMZ,Diversified Investments,"TOMI Environmental Solutions, Inc.",PNK
